Transaction_Amount,Time_Since_Last_Tx_Min,Distance_From_Last_Tx_Km,Distance_From_Home_Km,Amount_Ratio_30Day,Tx_Count_Last_24h,Failed_PIN_Attempts_24h,Transaction_Hour,Is_International_Tx,Is_High_Risk_Category,Is_First_Time_Device,Is_Weekend_Tx,Daily_Limit_Used_Pct,Card_Age_Days,Class
190.4,13.6,28.0,15.6,0.36,2,0,17,0,0,0,0,51.6,265,0
87.6,367.9,24.4,4.3,0.45,3,0,17,0,1,0,0,23.0,684,0
218.11,7.5,25.3,22.3,1.74,5,0,17,0,0,0,0,42.5,836,0
75.58,42.4,8.9,12.2,0.26,4,0,17,0,0,0,0,57.1,697,0
445.6,42.5,40.7,8.3,1.76,4,0,10,0,1,0,0,36.1,692,0
176.21,46.4,27.1,11.6,0.21,4,0,10,0,1,0,1,26.8,826,0
81.46,21.5,6.6,15.2,1.6,1,0,19,0,0,0,0,19.8,1024,0
17.6,183.4,38.3,10.6,0.69,3,0,11,0,0,1,0,56.4,748,0
324.68,15.7,46.6,7.6,1.7,4,1,12,0,1,0,0,42.5,546,0
320.27,120.9,47.4,12.3,0.71,2,0,12,0,0,1,1,41.6,196,0
173.6,15.9,18.5,1.1,1.25,5,0,10,0,0,0,0,28.4,478,0
40.5,8.8,6.9,23.3,0.33,3,0,6,0,0,0,0,51.5,769,0
207.77,288.2,26.0,5.5,0.59,2,1,16,0,1,0,0,44.3,1309,0
159.05,25.3,5.7,1.8,1.44,1,0,14,0,0,1,1,20.6,1367,0
340.17,206.6,46.7,19.8,1.05,4,0,20,0,0,1,0,38.0,730,0
304.86,94.4,9.3,23.3,1.68,2,0,11,0,0,0,0,28.7,807,0
185.47,9.7,12.7,24.5,0.89,3,0,18,0,0,0,0,5.4,602,0
112.86,373.3,20.4,15.1,1.59,2,0,14,0,1,0,0,49.4,387,0
494.08,34.0,19.2,6.6,0.92,1,0,16,0,0,0,0,11.8,468,0
229.73,235.6,39.8,22.2,1.77,5,0,21,0,0,1,1,33.0,164,0
345.7,22.2,22.9,21.1,1.74,4,0,9,0,0,0,0,23.5,261,0
74.57,230.9,8.6,7.8,0.73,3,0,7,0,0,0,0,23.8,696,0
245.37,1.6,13.4,27.2,1.62,4,0,18,0,0,0,0,31.3,1026,0
18.63,86.0,25.5,3.6,1.56,4,1,18,0,0,0,0,59.8,670,0
255.2,176.1,7.5,29.5,0.54,4,0,8,0,0,0,0,27.5,1073,0
482.19,327.6,30.6,25.9,1.2,2,0,17,0,0,0,0,15.0,761,0
195.18,287.9,28.3,20.8,0.32,2,0,9,0,0,0,0,38.7,580,0
24.3,205.5,35.8,28.2,1.54,5,0,15,0,0,0,0,18.0,368,0
20.32,262.9,46.9,21.8,0.48,1,0,21,0,0,0,0,10.8,835,0
197.05,26.7,45.6,6.1,0.31,3,0,17,0,0,0,1,7.8,666,0
84.21,40.1,47.3,13.5,0.84,2,0,13,0,0,0,0,6.3,1313,0
16.56,40.9,12.3,2.6,1.12,4,0,8,0,0,0,1,28.7,505,0
379.33,56.8,6.7,12.0,1.57,1,0,13,0,0,0,0,28.5,864,0
231.97,60.0,15.2,22.4,1.76,3,0,11,0,0,0,0,15.2,1435,0
148.18,94.4,44.8,11.9,0.9,3,0,9,0,1,0,0,48.1,965,0
450.54,20.9,48.6,10.2,0.3,3,0,19,0,0,0,0,12.1,1217,0
62.49,141.0,43.0,18.1,1.4,3,0,12,0,0,0,0,55.3,489,0
478.18,22.0,5.6,26.2,1.1,5,0,20,0,0,0,1,37.3,646,0
160.41,44.6,47.4,1.9,0.92,3,0,19,1,0,1,1,6.5,1335,0
444.76,84.0,21.2,11.9,0.69,1,0,16,0,0,0,0,58.0,1492,0
303.46,191.0,0.6,5.2,1.0,2,0,18,1,0,0,1,21.9,841,0
414.22,161.4,22.2,21.0,0.74,1,0,10,0,0,0,0,29.7,1291,0
492.09,124.5,2.4,3.6,1.41,4,0,10,0,1,0,1,20.6,1137,0
147.76,20.3,27.2,20.1,1.07,5,0,14,0,0,0,0,45.1,685,0
480.76,95.0,17.0,8.9,1.6,5,0,18,1,1,0,1,31.7,973,0
197.79,11.0,23.7,6.4,1.07,4,0,8,0,0,0,0,12.3,1330,0
195.83,56.9,30.7,28.1,0.58,1,0,15,0,0,0,1,10.7,142,0
173.49,64.0,43.5,1.0,1.56,1,0,20,0,0,0,0,44.9,979,0
273.0,4.9,33.1,13.4,1.09,4,0,9,0,0,0,0,18.0,1010,0
81.3,38.4,21.8,1.1,0.53,3,0,10,0,0,0,0,12.6,706,0
279.09,373.9,41.0,14.8,1.2,3,0,6,0,0,0,1,32.5,337,0
273.14,368.5,45.3,15.3,0.77,2,0,12,1,0,0,0,49.2,818,0
382.14,52.1,6.1,10.0,1.55,1,1,13,0,0,0,0,20.3,841,0
417.66,5.3,26.6,4.4,0.93,1,0,20,0,0,0,0,20.2,503,0
223.02,23.7,14.3,11.6,1.36,4,0,11,0,0,0,1,50.9,313,0
154.65,59.8,2.4,20.3,0.35,4,0,14,0,1,0,0,13.1,945,0
133.37,354.3,33.5,23.6,0.83,3,0,8,0,0,0,0,38.9,1497,0
101.34,18.3,43.2,16.2,1.77,1,0,7,0,0,1,1,57.5,231,0
33.54,173.0,8.2,17.9,1.49,1,0,10,0,0,1,0,51.3,108,0
174.51,13.8,40.6,6.4,0.46,5,0,18,0,0,0,0,8.4,252,0
138.77,477.2,42.7,9.0,0.64,2,0,14,0,0,0,0,22.6,530,0
483.38,57.7,45.7,5.3,0.73,2,0,21,0,0,0,1,12.8,582,0
281.07,179.1,13.3,7.9,1.24,3,0,16,0,0,0,0,57.2,404,0
176.9,50.3,45.2,7.1,1.41,1,0,6,1,0,0,0,59.2,383,0
292.33,118.6,16.1,15.8,1.4,5,0,6,0,0,0,1,17.9,571,0
73.9,25.6,27.7,17.1,1.02,1,0,15,0,0,1,0,41.8,1092,0
224.8,18.9,2.6,28.4,1.5,4,0,8,0,0,0,1,51.3,289,0
314.99,333.8,2.3,6.3,0.9,3,0,15,0,0,0,0,17.9,611,0
247.0,299.6,36.0,19.4,0.4,2,0,8,0,0,0,0,15.3,442,0
203.88,262.1,22.3,24.6,1.1,1,0,10,0,0,0,0,5.6,814,0
496.95,117.8,12.9,17.0,1.72,3,0,9,0,1,0,0,27.7,779,0
440.76,198.2,9.6,8.0,1.47,2,0,11,0,0,0,0,54.5,1157,0
313.59,8.6,33.5,8.2,1.13,1,0,17,0,0,0,0,54.7,570,0
286.84,48.9,0.1,1.7,1.23,5,0,13,0,0,1,1,12.0,840,0
312.23,45.2,40.3,9.5,1.69,3,1,13,0,0,0,0,16.2,612,0
104.65,121.2,4.1,22.5,0.89,1,0,20,0,0,0,1,27.4,1445,0
200.59,52.8,9.7,1.9,0.73,2,0,16,0,0,0,0,47.9,1238,0
24.53,19.3,19.4,7.0,1.76,2,0,9,0,0,0,0,38.7,1337,0
240.4,108.9,24.3,21.3,1.58,5,0,6,0,1,0,1,33.3,244,0
273.8,202.1,17.8,23.6,0.72,3,0,18,0,0,0,0,37.6,658,0
117.74,57.8,16.1,13.9,0.94,3,0,21,0,0,0,1,10.3,891,0
482.19,17.0,48.2,21.1,0.86,1,0,19,0,0,0,0,31.3,1301,0
455.18,26.3,32.1,11.9,0.44,2,0,19,0,0,1,0,59.6,459,0
362.46,32.5,1.3,5.2,1.73,2,0,12,0,0,0,0,9.9,384,0
269.03,42.8,21.6,12.2,0.85,5,0,11,0,0,0,0,33.6,1368,0
435.63,123.5,43.8,17.6,1.6,5,0,10,0,0,0,0,21.3,864,0
69.67,110.2,15.1,28.5,0.5,3,0,9,0,0,0,1,34.7,1329,0
396.3,142.9,4.8,2.5,1.08,2,0,11,0,0,0,0,36.6,683,0
66.79,54.0,37.9,15.5,0.24,1,1,13,0,0,0,0,36.8,1465,0
398.13,208.5,30.3,10.2,1.42,4,0,11,0,0,0,1,51.9,826,0
141.5,27.4,28.6,15.5,1.13,1,0,8,0,0,0,1,26.4,1483,0
439.16,76.0,2.8,1.2,1.2,5,0,14,0,0,0,0,33.4,1264,0
472.3,193.7,7.1,9.7,0.28,1,0,8,0,0,0,0,5.6,1059,0
78.65,23.8,31.2,24.7,0.54,2,0,9,0,0,0,0,48.4,1345,0
234.02,14.0,10.5,16.8,0.32,3,1,18,0,0,1,0,19.3,1453,0
490.59,258.2,25.3,13.8,0.66,4,0,10,0,0,0,0,49.9,842,0
244.29,50.4,27.3,8.9,1.2,3,1,16,0,0,0,1,19.6,753,0
432.46,138.2,14.2,9.3,1.11,4,0,7,0,0,0,0,5.6,457,0
296.42,3.1,47.4,11.8,1.18,4,0,16,0,0,0,0,13.5,686,0
190.79,140.6,42.1,25.1,1.08,2,0,21,0,0,1,1,59.2,139,0
146.46,45.6,36.1,29.0,0.64,2,0,15,0,0,0,0,22.6,1001,0
105.6,6.9,4.0,13.4,0.59,5,1,20,1,0,0,1,11.0,372,0
382.09,112.9,5.4,12.1,0.42,5,0,16,0,0,0,0,11.5,1193,0
196.34,33.1,24.7,25.5,1.56,4,0,15,0,0,0,0,22.1,928,0
258.08,58.7,8.1,13.1,1.19,5,0,7,0,0,0,1,7.1,722,0
248.7,10.1,48.9,16.8,0.5,2,0,11,0,1,0,0,33.1,557,0
290.75,19.1,8.0,7.3,0.48,5,1,20,0,0,0,1,16.8,333,0
433.46,42.5,24.4,22.4,1.6,4,0,19,0,0,0,0,33.6,296,0
490.47,11.3,18.3,16.2,1.39,3,0,7,0,0,0,1,12.7,635,0
206.75,290.1,32.0,24.4,1.26,1,0,15,0,1,0,0,28.6,1037,0
414.62,0.7,6.5,23.5,0.85,5,0,6,0,0,0,0,37.9,246,0
383.44,79.4,21.6,6.8,0.62,2,0,13,0,0,0,0,8.4,673,0
288.9,15.8,13.8,21.6,1.77,3,0,15,0,0,0,0,26.9,1190,0
478.24,44.1,44.4,24.1,1.48,2,0,21,0,0,1,0,21.6,129,0
104.23,312.5,2.1,10.7,0.68,5,0,19,0,0,0,0,18.2,206,0
59.09,21.2,45.7,5.6,1.56,4,1,15,0,0,0,0,38.2,489,0
427.71,405.2,41.7,0.6,1.41,1,0,18,0,0,0,0,37.4,978,0
222.38,27.6,14.9,13.8,0.68,1,0,6,0,0,0,1,39.7,505,0
424.25,162.4,39.5,10.9,0.88,3,1,15,0,0,1,0,13.7,1244,0
447.08,94.9,1.7,16.9,0.5,1,0,19,0,0,0,0,20.7,1134,0
35.92,259.0,48.3,6.0,0.38,4,1,11,0,0,0,0,16.5,683,0
442.32,96.9,26.4,25.9,1.36,2,1,17,0,0,1,0,34.7,446,0
226.92,91.8,15.2,8.1,0.63,4,0,19,0,0,0,1,30.4,1376,0
257.66,26.1,18.2,7.2,1.51,3,0,21,1,0,0,0,23.2,896,0
315.16,21.8,3.4,14.7,1.79,3,0,6,0,0,0,0,48.2,218,0
463.56,297.9,49.5,15.2,0.32,1,0,13,0,0,0,0,10.2,619,0
14.46,47.7,2.1,6.8,0.96,4,0,19,0,0,0,1,58.6,1338,0
241.04,55.8,32.8,8.5,1.48,2,0,10,0,0,0,0,11.4,832,0
345.42,171.2,22.2,5.5,1.46,4,0,8,0,0,0,1,47.5,179,0
362.74,49.6,47.5,21.7,1.42,2,0,10,0,0,0,0,25.3,518,0
347.8,364.5,12.4,23.2,0.76,2,0,20,1,0,0,1,52.6,683,0
71.55,160.7,26.7,14.1,0.93,4,0,21,0,0,0,0,9.1,811,0
153.2,109.2,24.2,21.6,1.15,5,0,18,0,1,0,1,25.6,1412,0
182.56,255.3,35.2,22.2,1.76,4,0,6,0,0,0,0,23.4,333,0
403.2,6.1,3.5,4.6,0.72,2,0,6,0,0,0,0,59.6,360,0
142.99,35.7,9.8,29.0,1.68,3,0,17,0,0,0,1,59.2,1032,0
109.3,75.1,10.8,24.7,0.63,3,0,19,0,0,0,0,15.4,756,0
478.94,30.9,36.9,6.5,1.78,1,0,9,0,0,0,0,39.6,1145,0
9.39,163.5,9.5,6.0,1.27,3,0,14,0,0,0,1,34.5,177,0
498.92,301.9,28.7,4.2,0.94,5,0,19,0,0,0,0,13.5,841,0
340.03,66.1,10.8,4.6,1.18,2,0,14,0,1,0,0,14.2,771,0
415.09,50.3,43.1,22.6,0.64,4,0,6,0,0,0,0,59.4,1137,0
150.84,391.0,47.1,14.4,0.64,4,0,8,0,0,0,0,29.9,1271,0
12.09,70.6,26.0,23.6,0.38,5,0,18,0,0,0,1,11.9,129,0
370.25,80.6,17.7,22.5,0.38,3,0,17,0,0,0,0,16.8,537,0
417.9,52.0,11.8,18.3,0.76,2,0,21,0,0,0,0,19.8,162,0
371.54,288.4,2.6,20.7,1.42,3,0,9,0,0,1,0,33.1,1258,0
75.71,101.0,13.5,1.0,1.17,1,0,7,0,0,0,0,23.5,256,0
377.95,172.3,32.7,9.7,0.36,3,1,12,1,0,0,1,30.0,668,0
385.62,200.4,26.7,19.3,1.56,1,0,8,0,0,0,1,14.2,1042,0
330.98,50.2,47.2,0.8,1.16,4,0,6,0,0,0,0,23.0,876,0
384.23,68.2,19.9,1.5,1.74,2,0,6,0,0,1,0,8.9,353,0
423.73,226.4,34.7,25.6,1.27,1,0,8,0,0,0,1,53.9,1106,0
308.73,54.2,24.5,20.7,0.48,3,0,11,1,0,1,0,15.9,1310,0
48.86,189.5,25.7,8.3,0.96,3,0,9,0,0,0,0,46.6,972,0
246.38,339.6,13.5,20.8,1.24,4,0,6,0,0,0,0,24.2,1450,0
43.44,117.1,22.8,23.9,0.25,5,0,12,0,0,0,0,31.1,298,0
206.73,162.4,23.6,9.6,0.22,5,0,7,0,0,0,1,21.0,980,0
206.52,196.2,35.4,1.6,0.41,3,0,17,0,0,0,0,43.3,1294,0
37.67,223.8,47.0,28.0,0.6,5,1,10,0,0,0,1,51.5,1438,0
177.67,60.3,16.5,10.7,0.89,2,0,21,0,1,0,0,20.7,105,0
59.94,6.3,2.2,3.6,0.98,5,0,13,0,0,0,0,18.3,1379,0
405.08,61.7,24.9,15.0,0.42,2,0,12,0,0,0,1,42.5,920,0
474.11,134.4,27.3,23.2,1.28,3,0,16,0,1,0,1,15.7,1443,0
40.8,71.8,8.5,7.0,1.15,3,0,17,0,1,0,1,40.2,347,0
477.78,165.9,38.0,8.4,0.67,3,0,13,0,0,0,0,10.2,103,0
263.68,53.0,49.2,7.7,0.22,4,0,18,0,0,0,1,39.1,612,0
153.29,120.9,47.3,29.8,0.32,5,0,15,0,1,0,0,33.2,937,0
43.05,24.8,9.9,6.3,0.83,1,0,19,0,0,0,0,11.3,605,0
252.81,166.1,43.8,17.5,0.45,1,0,21,0,0,0,0,40.7,130,0
398.29,94.7,35.3,27.8,0.8,3,0,16,0,0,0,0,29.6,1398,0
355.01,27.4,22.7,4.8,1.21,5,0,11,0,0,1,1,16.9,808,0
29.86,41.4,27.1,29.1,1.08,2,0,21,0,0,0,0,24.4,985,0
41.09,165.7,42.5,28.5,0.57,1,0,12,0,0,0,0,32.1,1448,0
204.42,79.1,24.1,26.6,0.75,3,1,14,0,0,0,0,10.0,1300,0
151.17,29.2,18.7,6.8,1.18,1,0,11,0,0,0,0,57.7,1410,0
120.03,410.3,24.7,19.2,1.58,1,0,14,1,0,0,0,41.6,847,0
2754.39,1.1,1483.9,729.9,10.35,20,5,3,0,1,1,0,82.5,3,1
402.72,378.0,9.5,29.6,1.09,3,0,21,0,0,0,0,50.3,342,0
464.97,66.8,45.1,5.8,0.78,3,0,18,0,0,0,0,22.7,600,0
205.53,77.3,33.7,23.1,0.78,4,0,17,0,0,0,1,37.8,304,0
453.52,273.9,31.7,10.5,1.61,4,0,7,0,0,0,0,20.2,822,0
164.14,89.3,5.1,5.7,0.26,4,0,18,0,0,0,0,45.3,432,0
240.84,147.4,30.2,12.9,1.78,1,0,7,0,0,0,1,44.8,702,0
116.88,34.9,6.1,23.9,1.26,5,0,19,0,0,0,0,35.4,265,0
322.04,71.0,4.0,14.2,1.29,3,1,7,0,0,0,1,18.3,260,0
489.6,15.8,26.4,16.4,0.26,4,0,11,0,0,0,0,19.0,105,0
303.73,27.7,20.2,29.9,1.17,5,0,7,0,0,0,1,26.1,304,0
182.12,0.1,29.5,12.3,0.98,4,0,8,0,0,0,0,13.0,631,0
325.67,4.8,4.6,18.7,0.37,4,0,18,0,0,0,0,23.6,1223,0
65.85,454.2,21.6,11.3,0.64,5,0,13,0,0,0,0,42.6,144,0
444.89,33.3,8.8,12.1,1.62,4,1,13,0,0,1,0,50.7,556,0
2917.41,0.0,439.6,719.5,13.67,15,5,2,1,1,1,1,84.6,13,1
227.43,219.2,28.1,28.2,0.86,1,0,17,0,0,0,0,17.8,1438,0
295.0,96.0,34.4,16.5,0.32,1,0,21,0,0,0,0,50.8,151,0
314.27,19.9,16.3,23.2,1.34,2,0,9,0,0,0,0,54.0,1269,0
40.53,156.3,4.8,3.1,1.32,4,0,14,0,0,0,1,27.6,1404,0
342.9,110.0,48.8,6.7,1.18,2,1,13,0,0,0,1,6.5,1246,0
124.76,157.7,14.4,15.3,1.02,3,0,6,0,1,0,0,43.2,570,0
358.41,176.2,21.2,1.1,0.89,5,0,13,0,0,0,0,48.1,996,0
412.15,444.7,32.5,8.0,1.15,3,0,21,0,0,0,0,6.0,1420,0
402.96,102.3,1.3,15.8,0.57,2,0,6,0,0,0,0,37.7,713,0
278.49,50.2,40.5,0.9,1.71,1,0,20,0,0,0,0,37.4,611,0
262.48,125.5,26.9,8.3,1.14,4,0,9,0,0,0,0,25.8,885,0
75.72,8.5,14.0,15.7,0.7,4,0,15,0,1,0,1,46.2,1325,0
388.8,273.2,3.2,17.4,0.92,1,0,11,0,0,0,1,28.5,514,0
139.35,15.3,8.2,27.8,1.49,4,0,12,0,0,0,0,42.2,713,0
250.86,47.7,44.8,19.5,0.46,5,0,15,0,0,0,0,33.4,619,0
145.72,203.0,34.3,12.7,0.67,5,0,18,0,0,0,1,18.7,773,0
71.25,109.2,12.6,27.9,1.29,5,0,9,0,0,0,0,38.4,1196,0
316.63,60.0,3.4,23.7,0.7,3,0,13,0,0,0,0,45.5,444,0
31.89,77.0,34.6,6.4,1.47,1,0,21,0,1,0,1,58.6,1150,0
375.58,231.3,28.7,4.4,0.41,5,0,13,0,0,0,0,25.9,1292,0
162.21,49.9,20.3,20.4,1.42,2,0,19,0,0,0,0,8.5,874,0
5.07,244.5,18.2,17.0,0.31,5,0,19,0,0,1,0,59.3,684,0
258.01,11.1,10.9,23.8,0.22,3,1,19,0,0,0,0,39.3,1332,0
28.19,180.0,33.5,22.3,1.64,2,0,14,1,0,0,0,57.1,979,0
141.7,225.7,48.5,18.9,1.13,1,0,19,0,0,0,0,10.7,997,0
354.95,24.1,8.9,29.6,0.76,1,1,11,0,0,1,0,23.8,947,0
36.03,67.5,29.9,16.2,0.57,5,0,9,1,0,0,1,12.4,824,0
420.47,21.7,21.3,3.8,1.19,2,0,7,0,0,0,0,51.0,756,0
6.89,147.1,22.4,24.9,1.01,2,0,20,0,0,0,0,53.4,710,0
127.18,92.0,12.8,7.9,1.79,5,0,12,0,0,0,0,32.6,1433,0
371.75,121.0,41.3,23.4,1.77,5,0,21,0,0,0,0,15.3,1123,0
161.55,26.3,24.3,28.7,1.22,4,0,15,0,1,0,1,12.0,1046,0
2828.84,1.7,1263.8,765.3,14.16,9,5,22,1,0,1,0,98.5,35,1
183.32,5.1,15.3,18.1,0.99,5,0,16,0,0,0,0,32.9,746,0
138.84,46.6,9.2,14.1,1.29,3,0,18,0,0,0,0,43.2,537,0
422.14,98.4,4.4,11.3,0.36,4,0,17,0,0,1,0,21.8,494,0
160.11,234.2,35.7,10.9,0.73,5,0,8,0,0,0,0,27.1,693,0
395.52,131.9,9.9,19.3,0.32,2,1,8,0,0,0,0,6.2,156,0
446.48,68.6,34.5,22.7,0.32,4,0,9,0,0,0,0,38.6,1297,0
219.74,367.2,19.6,20.5,0.51,3,0,7,1,0,0,1,28.3,425,0
455.42,152.4,20.8,6.4,0.98,1,1,21,0,0,0,1,55.6,421,0
191.77,319.4,23.5,15.1,1.46,2,1,18,0,0,0,1,40.3,282,0
482.22,90.0,18.4,23.9,0.98,3,0,18,0,0,0,1,26.9,334,0
313.34,1.3,445.6,293.9,5.64,23,3,22,0,1,1,1,99.1,20,1
345.07,6.5,15.6,16.3,0.33,3,0,8,0,0,0,1,54.8,1309,0
249.44,155.4,33.2,23.2,1.08,2,0,15,0,0,0,0,5.9,365,0
196.89,15.5,33.3,20.0,0.63,3,0,10,0,0,1,0,23.0,1108,0
318.19,43.3,14.4,12.6,1.18,1,1,17,0,0,0,1,56.9,941,0
353.41,91.2,23.1,26.9,1.76,4,0,18,1,0,0,0,41.0,428,0
7.16,99.7,9.8,5.3,0.38,2,0,12,0,0,0,0,34.3,1488,0
87.64,110.1,10.6,29.9,0.54,3,0,14,0,0,0,0,16.2,782,0
357.96,21.8,1.3,4.0,0.96,5,0,7,0,0,0,0,50.8,123,0
334.86,57.3,44.8,0.9,1.75,4,1,14,1,0,0,0,16.2,1384,0
483.19,115.2,10.6,26.8,1.43,2,0,15,0,0,0,0,18.7,1478,0
381.71,420.1,11.5,7.7,1.64,5,0,11,0,0,0,0,15.6,295,0
475.63,156.1,14.1,22.0,0.73,5,0,17,0,1,0,1,13.7,710,0
352.76,307.1,6.5,24.4,1.79,3,0,11,0,0,1,1,57.4,1456,0
152.54,172.4,32.0,25.8,0.36,2,0,16,0,0,0,1,38.1,712,0
57.16,107.5,3.8,29.8,0.28,3,0,8,0,0,0,1,40.1,731,0
392.0,25.6,6.8,9.2,1.57,1,1,19,0,1,0,0,57.5,420,0
323.85,131.8,32.3,21.5,1.68,5,0,15,0,0,0,0,17.7,302,0
28.85,117.2,17.0,3.9,0.34,1,0,18,0,0,0,0,5.3,1213,0
183.22,110.7,35.4,12.5,0.38,3,0,14,0,0,0,1,37.9,276,0
478.62,80.8,27.9,25.5,0.25,4,0,9,0,0,0,0,32.9,726,0
252.7,90.3,12.9,11.3,0.37,5,0,10,0,0,0,1,31.3,131,0
219.2,48.9,32.6,17.9,0.54,4,0,8,0,0,0,0,8.4,1045,0
231.56,87.9,5.9,15.4,1.75,2,0,10,0,0,1,1,30.0,826,0
108.4,26.4,26.9,19.6,1.27,5,0,13,0,0,0,0,20.8,1053,0
187.51,196.3,21.9,29.2,1.45,1,0,13,0,0,0,1,20.1,919,0
188.06,24.7,13.5,2.1,1.44,4,0,19,0,0,0,0,17.2,890,0
30.92,10.7,30.2,17.4,1.06,2,0,13,0,0,0,0,23.3,342,0
384.95,68.8,43.6,26.0,1.48,5,0,11,0,0,0,0,24.4,169,0
211.17,128.9,49.9,14.7,1.15,2,0,20,0,0,0,1,22.0,1114,0
411.98,69.1,30.4,2.8,0.7,1,0,20,0,0,0,0,58.8,1194,0
425.92,38.9,20.3,17.0,1.1,5,0,6,0,0,0,1,56.3,257,0
109.94,98.0,11.3,10.3,1.05,2,0,21,0,0,0,1,36.6,648,0
330.39,51.1,12.9,5.1,1.52,3,1,16,0,0,0,1,59.0,425,0
238.78,324.1,24.0,25.5,1.77,5,0,15,0,0,0,0,59.5,1158,0
440.68,307.1,18.4,15.9,0.86,5,0,21,0,0,0,0,24.6,559,0
111.79,83.7,45.7,28.0,1.42,5,0,17,0,0,0,0,29.5,515,0
340.52,47.7,18.5,24.3,0.36,5,0,11,0,1,0,1,57.7,670,0
305.84,160.3,18.7,20.9,1.44,3,0,21,0,0,0,1,38.5,985,0
151.17,4.5,19.2,0.6,0.79,1,1,17,0,0,0,1,16.7,610,0
72.62,77.3,41.8,13.1,0.26,3,1,16,0,0,0,0,42.9,467,0
327.56,49.2,32.6,6.3,0.78,3,0,15,0,0,0,0,16.3,1011,0
370.61,303.9,30.7,27.4,1.18,2,0,12,0,1,0,1,23.7,982,0
161.24,1.4,16.8,5.7,0.39,4,0,19,0,0,0,0,17.5,306,0
324.19,96.6,40.9,8.9,1.68,4,0,14,0,0,0,1,18.5,1484,0
200.59,162.0,2.0,15.7,0.32,2,0,17,0,0,0,0,5.3,677,0
358.04,79.6,43.6,8.3,1.69,3,0,13,0,0,0,0,53.4,1393,0
103.61,10.7,25.7,6.7,1.33,2,1,16,0,0,0,1,21.3,1356,0
445.66,431.1,20.0,18.2,0.73,5,0,17,0,0,0,0,9.8,768,0
147.27,87.6,24.9,3.1,0.83,2,0,13,0,0,0,0,9.8,205,0
187.05,114.3,33.4,2.2,1.39,2,0,20,0,0,1,1,35.6,765,0
33.76,32.4,0.7,11.5,1.16,5,0,12,0,0,1,0,59.6,1141,0
60.2,79.3,43.6,21.8,1.27,4,0,7,0,1,0,1,13.0,359,0
260.35,67.3,22.4,16.9,0.82,5,1,6,0,0,0,1,10.5,412,0
137.46,9.3,17.2,13.0,0.98,1,0,20,0,0,0,0,29.1,730,0
418.56,13.5,7.0,17.2,1.78,2,0,7,0,0,1,0,36.0,1225,0
12.27,218.0,22.0,11.3,0.54,2,0,20,0,0,0,0,21.2,636,0
192.65,32.9,24.9,28.1,0.87,4,0,11,0,0,1,0,21.6,1303,0
171.99,26.0,20.2,2.1,0.67,3,1,18,0,0,0,0,28.3,773,0
14.57,84.4,34.0,20.4,1.42,5,0,7,0,0,0,1,22.3,449,0
66.56,175.7,21.1,26.8,1.42,3,1,15,1,0,0,0,55.3,314,0
209.75,7.7,48.1,24.2,0.67,1,0,9,0,0,0,0,7.3,1247,0
248.97,103.2,30.0,5.9,0.33,5,0,20,0,0,0,0,17.9,1415,0
205.12,15.2,40.4,9.2,0.22,1,0,15,0,0,1,0,49.5,427,0
267.81,4.5,5.6,21.7,0.88,1,0,8,0,0,0,0,50.9,946,0
299.59,6.5,19.9,3.0,0.86,1,0,11,0,0,0,1,11.1,197,0
9.91,215.6,16.9,24.4,1.78,5,0,17,0,0,0,0,58.6,758,0
234.73,15.1,28.5,21.7,0.95,5,0,17,0,0,0,0,43.1,399,0
481.93,5.5,43.1,22.0,0.61,4,0,18,0,1,1,0,20.0,129,0
261.92,69.1,4.0,3.5,1.63,2,1,19,0,0,0,0,30.1,1197,0
340.38,222.9,3.7,21.7,0.99,3,1,13,0,1,0,0,21.3,271,0
159.37,36.5,42.5,20.6,1.16,3,0,16,1,0,0,1,13.3,1117,0
388.13,65.7,10.7,25.0,0.35,1,1,11,0,0,0,0,21.0,1022,0
387.6,4.9,33.5,1.7,0.81,5,0,7,0,0,0,0,36.9,183,0
263.04,71.5,27.2,1.2,1.71,5,0,10,0,0,0,0,50.4,1084,0
488.13,103.4,41.7,11.5,1.14,1,0,16,0,1,0,0,25.0,1413,0
67.15,101.5,6.3,4.9,0.75,2,1,18,0,0,0,0,24.1,738,0
13.39,48.5,6.6,17.0,1.2,3,0,11,0,0,0,0,30.7,184,0
386.23,45.5,27.9,27.6,1.66,4,0,14,0,0,0,0,40.5,1377,0
404.54,13.5,47.3,12.0,0.64,2,0,11,0,0,0,0,46.3,763,0
64.5,54.8,20.8,25.4,1.01,5,0,15,0,0,0,0,23.0,618,0
136.46,12.6,16.4,0.5,1.73,1,0,10,0,0,0,0,37.2,1430,0
13.69,174.6,30.4,5.5,0.48,3,0,6,0,0,1,0,26.4,283,0
150.19,406.7,46.5,1.4,1.35,1,0,15,0,0,0,1,44.4,1072,0
387.71,421.1,41.9,10.2,1.18,5,1,10,0,0,0,0,14.1,1437,0
261.39,240.4,49.8,27.3,1.29,1,0,10,0,0,0,1,19.1,440,0
177.31,110.2,1.2,3.4,0.76,3,0,11,0,0,0,0,28.4,326,0
189.01,144.8,5.7,18.4,0.7,1,0,12,0,0,0,0,53.9,936,0
5.67,40.3,30.5,13.8,1.29,3,0,18,0,0,0,0,36.5,363,0
153.4,119.6,41.0,28.2,0.54,1,0,18,0,0,0,1,58.1,549,0
